Num,YEAR,SOC_NAME,Count,PREVAILING_WAGE
528,2011,Product Safety Engineers,26,54363.49231
529,2011,"Production Workers, All Other",4,30305.5
530,2011,"Production Workers, All Other*",2,54246.5
531,2011,"Production, Planning, and Expediting Clerks",39,37438.61538
532,2011,Professional Photographers,5,48971.4
533,2011,Program Directors,26,63576.5
534,2011,Proofreaders and Copy Markers,6,33550.26667
535,2011,"Property, Real Estate, and Community Association M",40,55483.609
536,2011,Prosthodontists,7,85228.65714
537,2011,Psychiatrists,285,121760.6508
538,2011,"Psychologists, All Other",66,48809.47576
539,2011,"Psychology Teachers, Postsecondary",94,51314.04298
540,2011,Public Relations Managers,162,84221.6963
541,2011,Public Relations Specialists,907,44093.42668
542,2011,Public Relations and Fundraising Managers,46,93724.9087
543,2011,"Purchasing Agents and Buyers, Farm Products",8,46446.485
544,2011,"Purchasing Agents, Except Wholesale, Retail, and F",107,46515.45794
545,2011,Purchasing Managers,397,77625.78184
546,2011,Radiation Therapists,8,71356.9
547,2011,Radio and Television Announcers,3,46661.4
548,2011,Radiologic Technologists,6,38830.03333
549,2011,Radiologic Technologists and Technicians,2,65507.5
550,2011,Radiologic Technologists and Technicians*,2,49525
551,2011,Recreation Workers,74,21760.18108
552,2011,"Recreation and Fitness Studies Teachers, Postsecon",72,42194.98694
553,2011,Recreational Therapists,52,38302.56154
554,2011,Refrigeration Mechanics,1,61422
555,2011,Registered Nurses,570,58527.34625
556,2011,Registered Nurses*,190,58131.92211
557,2011,"Registered Nurses, Non R&D (ACWIA Only)",5,50710.4
558,2011,"Registered Nurses, R&D (ACWIA Only)",4,60496.75
559,2011,Rehabilitation Counselors,152,27190.14605
560,2011,"Religious Workers, All Other",13,30767.93846
561,2011,Reporters and Correspondents,247,35681.23223
562,2011,Reservation and Transportation Ticket Agents and T,1,38854
563,2011,Residential Advisors,31,27689.92903
564,2011,Respiratory Therapists,4,51319
565,2011,Respiratory Therapy Technicians,1,32802
566,2011,Retail Salespersons,6,25604.93333
567,2011,"Sales Agents, Financial Services",63,62612.89651
568,2011,"Sales Agents, Securities and Commodities",55,88108.08364
569,2011,Sales Engineers,1128,77890.66784
570,2011,Sales Managers,910,90296.65604
571,2011,"Sales Representatives, Chemical and Pharmaceutical",12,58673.38333
572,2011,"Sales Representatives, Electrical/Electronic",6,58745.5
573,2011,"Sales Representatives, Instruments",1,71448
574,2011,"Sales Representatives, Mechanical Equipment and Su",4,42796
575,2011,"Sales Representatives, Medical",7,45868.65714
576,2011,"Sales Representatives, Services, All Other",44,43836.6
577,2011,"Sales Representatives, Wholesale and Manufacturing",182,55425.5044
578,2011,"Sales and Related Workers, All Other",13,30846.15385
579,2011,"Sales and Related Workers, All Other*",2,39260
580,2011,Sculptors,3,55016
581,2011,"Secondary School Teachers, Except Special and Care",455,42257.70259
582,2011,"Secondary School Teachers, Except Special and Voca",1216,44927.67444
583,2011,"Secretaries and Administrative Assistants, Except ",2,37646
584,2011,"Secretaries, Except Legal, Medical, and Executive",3,28440.66667
585,2011,"Securities, Commodities, and Financial Services Sa",185,91578.40022
586,2011,Self-Enrichment Education Teachers,86,34439.30698
587,2011,"Separating, Filtering, Clarifying, Precipitating, ",1,45490
588,2011,Set Designers,3,41925.73333
589,2011,Set and Exhibit Designers,24,44653.575
590,2011,Ship and Boat Captains,1,72966
591,2011,"Shipping, Receiving, and Traffic Clerks",1,28621
592,2011,Shoe and Leather Workers and Repairers,1,20717
593,2011,Social Science Research Assistants,396,34670.11972
594,2011,"Social Sciences Teachers, Postsecondary, All Other",35,56536.55771
595,2011,"Social Scientists and Related Workers, All Other",94,46208.86383
596,2011,"Social Scientists, Non R&D (ACWIA Only)",1,40005
597,2011,"Social Work Teachers, Postsecondary",28,48130.35714
598,2011,"Social Workers, All Other",54,37410.35296
599,2011,Social and Community Service Managers,229,54570.44017
600,2011,Social and Human Service Assistants,21,29108.14905
601,2011,Sociologists,55,61203.35273
602,2011,"Sociology Teachers, Postsecondary",62,48166.45516
603,2011,"Software Developers, Applications",9081,78869.91574
604,2011,"Software Developers, Applications, Non R & D",27,65152.51852
605,2011,"Software Developers, Applications, R&D",5,75687
606,2011,"Software Developers, Systems Software",2539,83507.78254
607,2011,"Software Developers, Systems Software, Non R&D",9,75270.66667
608,2011,"Software Developers, Systems Software, R&D",4,67163.5
609,2011,Software Quality Assurance Engineers and Testers,3758,62677.17272
610,2011,Soil Conservationists,2,71999.5
611,2011,Soil Scientists,8,39800.65
612,2011,Soil and Plant Scientists,418,41959.23541
613,2011,Sound Engineering Technicians,13,49182.49231
614,2011,"Special Education Teachers, Middle School",165,49933.97376
615,2011,"Special Education Teachers, Preschool, Kindergarte",381,54237.65535
616,2011,"Special Education Teachers, Secondary School",214,49321.40112
617,2011,Speech-Language Pathologists,446,59449.10457
618,2011,Statistical Assistants,24,37062.14167
619,2011,Statisticians,1786,63880.91892
620,2011,"Stock Clerks- Stockroom, Warehouse, or Storage Yar",1,41163.2
621,2011,Storage and Distribution Managers,17,70490.30588
622,2011,Substance Abuse and Behavioral Disorder Counselors,34,35960.28647
623,2011,Surgeons,147,146689.7527
624,2011,Survey Researchers,73,38521.98356
625,2011,Surveying and Mapping Technicians,4,40274.2
626,2011,Surveyors,24,42871.4
627,2011,Talent Directors,2,83886
628,2011,"Tax Examiners and Collectors, and Revenue Agents",2,56315.8
629,2011,"Tax Examiners, Collectors, and Revenue Agents",3,63405.26667
630,2011,Tax Preparers,12,29801.11667
631,2011,Teacher Assistants,24,249677.9917
632,2011,"Teachers and Instructors, All Other",402,34891.78251
633,2011,"Teachers and Instructors, All Other*",90,30278.00456
634,2011,Team Assemblers,1,16952
635,2011,Technical Directors/Managers,16,61684.55
636,2011,Technical Writers,303,53374.88792
637,2011,Telecommunications Equipment Installers and Repair,3,52512.93333
638,2011,Telecommunications Facility Examiners,6,46384
639,2011,"Textile, Apparel, and Furnishings Workers, All Oth",2,22963
640,2011,"Therapists, All Other",28,38353.05714
641,2011,"Therapists, All Other*",17,42552.48235
642,2011,Tool and Die Makers,1,42182.4
643,2011,Tour Guides and Escorts,1,38000
644,2011,Traffic Technicians,2,57834.5
645,2011,Training and Development Managers,183,71452.99672
646,2011,Training and Development Specialists,346,47873.50578
647,2011,Transportation Inspectors,15,40917.6
648,2011,Transportation Managers,47,69525.51064
649,2011,"Transportation Workers, All Other",3,43841.33333
650,2011,"Transportation, Storage, and Distribution Managers",67,76897.16119
651,2011,Travel Agents,5,30463.68
652,2011,Travel Guides,7,26734.14286
653,2011,"Treasurers, Controllers, and Chief Financial Offic",303,93185.70373
654,2011,Tree Trimmers and Pruners,1,19200
655,2011,Urban and Regional Planners,134,54299.32537
656,2011,Veterinarians,262,64207.26137
657,2011,Veterinary Assistants and Laboratory Animal Careta,4,32042
658,2011,Veterinary Technologists and Technicians,22,31151.3
659,2011,Vocational Education Teachers Postsecondary,35,43504.08
660,2011,"Vocational Education Teachers, Middle School",2,41912.5
661,2011,"Vocational Education Teachers, Postsecondary",11,38767.52727
662,2011,"Vocational Education Teachers, Secondary School",14,42765.37143
663,2011,Watch Repairers,2,27508
664,2011,Web Administrators,59,57377.68034
665,2011,Web Developers,607,61033.9568
666,2011,"Wholesale and Retail Buyers, Except Farm Products",120,46972.435
667,2011,Writers and Authors,49,47561.05306
668,2011,Zoologists and Wildlife Biologists,92,42448.1213
669,2012,Accountants,60,52618.48
670,2012,Accountants and Auditors,7631,54385.63894
671,2012,Actors,2,45182.8
672,2012,Actuaries,463,76483.20855
673,2012,"Administrative Law Judges, Adjudicators, and Heari",1,62046
674,2012,Administrative Services Managers,206,62096.38136
675,2012,Adult Basic and Secondary Education and Literacy T,61,38355.88213
676,2012,"Adult Literacy, Remedial Education, and GED Teache",2,32011
677,2012,Advertising Sales Agents,24,41230.31667
678,2012,Advertising and Promotions Managers,377,82279.45698
679,2012,Aerospace Engineering and Operations Technicians,15,44577.86667
680,2012,Aerospace Engineers,308,80403.28364
681,2012,"Agents and Business Managers of Artists, Performer",38,48033.67895
682,2012,Agricultural Crop Farm Managers,1,54413
683,2012,Agricultural Engineers,83,55031.55181
684,2012,Agricultural Inspectors,48,28583.50833
685,2012,"Agricultural Sciences Teachers, Postsecondary",42,65120.18571
686,2012,"Agricultural Workers, All Other",4,32317.85
687,2012,Agricultural and Food Science Technicians,67,32176.18209
688,2012,Aircraft Mechanics and Service Technicians,14,37896.2
689,2012,"Airline Pilots, Copilots, and Flight Engineers",5,91476.6
690,2012,Anesthesiologists,76,146733.6132
691,2012,Animal Breeders,51,29086.63529
692,2012,Animal Scientists,95,48297.40042
693,2012,Animal Trainers,3,30069.8
694,2012,Anthropologists and Archeologists,5,46679.8
695,2012,"Anthropology and Archeology Teachers, Postsecondar",48,55842.495
696,2012,Appraisers and Assessors of Real Estate,10,45536.78
697,2012,"Arbitrators, Mediators, and Conciliators",1,56618
698,2012,"Architects, Except Landscape and Naval",739,53823.36617
699,2012,Architectural Drafters,3,42619.06667
700,2012,Architectural and Civil Drafters,445,42198.97034
701,2012,Architectural and Engineering Managers,1146,114158.6469
702,2012,"Architecture Teachers, Postsecondary",84,60596.74
703,2012,Archivists,26,39405.67692
704,2012,"Area, Ethnic, and Cultural Studies Teachers, Posts",46,54987.57826
705,2012,Art Directors,287,82618.47233
706,2012,"Art, Drama, and Music Teachers, Postsecondary",276,47169.13989
707,2012,"Artists and Related Workers, All Other",26,45399.14615
708,2012,Astronomers,81,55255.16049
709,2012,Athletic Trainers,93,37276.32839
710,2012,Atmospheric and Space Scientists,100,59231.816
711,2012,"Atmospheric, Earth, Marine, and Space Sciences Tea",49,58787.31429
712,2012,Audio and Video Equipment Technicians,4,38995.755
713,2012,Audio-Visual Collections Specialists,1,38875
714,2012,Audio-Visual and Multimedia Collections Specialist,12,35285.5
715,2012,Audiologists,15,60701.38667
716,2012,Auditors,15,68808.49067
717,2012,Automotive Service Technicians and Mechanics,4,45118.8
718,2012,Avionics Technicians,2,44065
719,2012,Billing and Posting Clerks,9,31765.11111
720,2012,Biochemists,8,43006.725
721,2012,Biochemists and Biophysicists,3208,44599.56527
722,2012,"Biological Science Teachers, Postsecondary",243,54187.86284
723,2012,Biological Scientists,1,37336
724,2012,"Biological Scientists, All Other",1897,43813.59264
725,2012,Biological Technicians,1084,34024.51182
726,2012,Biologists,4,78566.5
727,2012,Biomedical Engineers,645,64244.10257
728,2012,Biophysicists,2,73154
729,2012,"Bookkeeping, Accounting, and Auditing Clerks",94,33555.44894
730,2012,Broadcast News Analysts,12,39875.21667
731,2012,Broadcast Technicians,6,30790.83333
732,2012,Brokerage Clerks,3,40934.66667
733,2012,Budget Analysts,469,53783.80689
734,2012,"Business Operations Specialists, All Other",6,54423.33333
735,2012,"Business Operations Specialists, All Other*",1755,49979.56068
736,2012,"Business Teachers, Postsecondary",705,56798.29326
737,2012,"Buyers and Purchasing Agents, Farm Products",7,56037.85714
738,2012,Cabinetmakers and Bench Carpenters,1,31304
739,2012,"Camera Operators, Television, Video, and Motion Pi",10,42196.76
740,2012,"Captains, Mates, and Pilots of Water Vessels",8,71411.75
741,2012,Cardiovascular Technologists and Technicians,5,61963.28
742,2012,"Career/Technical Education Teachers, Middle School",3,37391.66667
743,2012,"Career/Technical Education Teachers, Secondary Sch",9,44872.22222
744,2012,Cargo and Freight Agents,16,33553
745,2012,Cartographers and Photogrammetrists,47,50609.05106
746,2012,Chefs and Head Cooks,120,44968.06167
747,2012,Chemical Engineers,1149,75920.40905
748,2012,Chemical Plant and System Operators,3,40518
749,2012,Chemical Technicians,179,34540.99665
750,2012,"Chemistry Teachers, Postsecondary",171,48437.09889
751,2012,Chemists,1708,53483.89035
752,2012,Chief Executives,653,160488.1768
753,2012,"Child, Family, and School Social Workers",92,34291.12609
754,2012,Childcare Workers,8,25470.95
755,2012,Chiropractors,74,50867.62892
756,2012,Choreographers,5,32947.28
757,2012,City Planning Aides,1,42868.8
758,2012,Civil Engineering Technicians,45,44789
759,2012,Civil Engineers,2152,66573.97726
760,2012,"Civil Engineers, Non R&D",12,55486.68333
761,2012,"Civil Engineers, R&D",86,46838.47674
762,2012,"Claims Adjusters, Examiners, and Investigators",17,55258.98824
763,2012,Clergy,158,35401.72025
764,2012,Clinical Psychologists,2,70460
765,2012,"Clinical, Counseling, and School Psychologists",85,53089.37176
766,2012,Coaches and Scouts,371,30040.88345
767,2012,Commercial Pilots,2,45174.98
768,2012,Commercial and Industrial Designers,1194,48777.8794
769,2012,"Communications Teachers, Postsecondary",137,43092.83182
770,2012,"Community and Social Service Specialists, All Othe",48,35492.72083
771,2012,Compensation and Benefits Managers,38,94633.49474
772,2012,"Compensation, Benefits, and Job Analysis Specialis",111,52874.62523
773,2012,Compliance Officers,324,56814.26914
774,2012,"Compliance Officers, Except Agriculture, Construct",6,60514.3
775,2012,Computer Hardware Engineers,992,85928.23302
776,2012,"Computer Hardware Engineers, Non R&D",3,50086.33333
777,2012,"Computer Hardware Engineers, R&D",6,77161
778,2012,Computer Numerically Controlled Machine Tool Progr,3,50876.86667
779,2012,"Computer Occupations, All Other*",20588,75393.71203
780,2012,Computer Operators,12,30097.55
781,2012,Computer Programmer Non R & D,2,58739
782,2012,Computer Programmers,46306,64542.2017
783,2012,Computer Programmers Non R & D,302,58032.56623
784,2012,Computer Programmers R & D,60,56738.46333
785,2012,"Computer Science Teachers, Postsecondary",272,53376.38235
786,2012,Computer Security Specialists,4,68907.75
787,2012,"Computer Software Engineers, Applications",567,91317.01136
788,2012,"Computer Software Engineers, Applications, Non R&D",9,59825.55556
789,2012,"Computer Software Engineers, Systems Software",141,99735.03887
790,2012,"Computer Software Engineers, Systems Software, Non",2,90615
791,2012,"Computer Specialists, All Other",5,58647.4
792,2012,Computer Support Specialists,782,47440.5966
793,2012,Computer Systems Analysts,61306,68709.1555
794,2012,"Computer Systems Analysts, Non R&D",260,63159.58719
795,2012,"Computer Systems Analysts, Non R&D (ACWIA Only)",3,77563.33333
796,2012,"Computer Systems Analysts, R&D",72,51075.50833
